comment_id,comment_message,tags,theme,objective
98,"

What smartphone apps do you use to help with the management of your diabetes? I use my fitbit app, and myfitnesspal 


How often do you use these apps? Daily, but not often enough 


How long have you been using these apps? At least a few years. 


If you’re using multiple, which app(s) is the most useful? Why? The fitbit app gives me the most accurate data, assuming I wear it. 


What type of app is missing that you would like to see for management of your diabetes? Something that can actually monitor my glucose level, or even a food calorie counter. 


Have you heard of any of the following smartphone apps: OnDuo, Levels, or January? I have heard of Onduo 


If so: 


How did you hear about these apps? From a diabetes management site 


If you’re using any of them, how long have you been using? Not using, would like to try 


What do you find most helpful/what do you like most about these apps? 


What improvements would you like to see, if any? I'd like to learn more about it. Maybe see some stats.",Awareness of OnDuo,Assessing patient awareness and satisfaction with specific diabetes management apps,"To gather user feedback on the named apps (OnDuo, Levels, January) – such as how they discovered them, what they like/dislike, and potential improvements"
99,"

I use a tester to check my sugar and I eat a low-fat low salt diet.",Non-Diabetes App Usage,Identifying usage patterns and potential gaps in the diabetes app market,To uncover any gaps in the current apps market that could be filled for better diabetes management
100,"What smartphone apps do you use to help with the management of your diabetes? I am using diabetes glucose tracer, onduo and I am willing to download diabetes wellness app 


How often do you use these apps? I use it about 5 times per day 


How long have you been using these apps? I am using this app since 2 years now 


If you’re using multiple, which app(s) is the most useful? Why? onduo has a lot of features 


What type of app is missing that you would like to see for management of your diabetes? The type that combines all features of all apps 


Have you heard of any of the following smartphone apps: OnDuo, Levels, or January?If so: yes I am aware of the app and I am using it 


How did you hear about these apps? it helps a lot with healthcare 


If you’re using any of them, how long have you been using? onduo app 


What do you find most helpful/what do you like most about these apps? It helps me trace my blood glucose all day 


What improvements would you like to see, if any? I like to make it a lot easier with reminders of medicine",Daily App Usage,Understanding the frequency and duration of app usage among diabetes patients,To ascertain duration of app usage as an indication of patient adaptability and app retention
100,"What smartphone apps do you use to help with the management of your diabetes? I am using diabetes glucose tracer, onduo and I am willing to download diabetes wellness app 


How often do you use these apps? I use it about 5 times per day 


How long have you been using these apps? I am using this app since 2 years now 


If you’re using multiple, which app(s) is the most useful? Why? onduo has a lot of features 


What type of app is missing that you would like to see for management of your diabetes? The type that combines all features of all apps 


Have you heard of any of the following smartphone apps: OnDuo, Levels, or January?If so: yes I am aware of the app and I am using it 


How did you hear about these apps? it helps a lot with healthcare 


If you’re using any of them, how long have you been using? onduo app 


What do you find most helpful/what do you like most about these apps? It helps me trace my blood glucose all day 


What improvements would you like to see, if any? I like to make it a lot easier with reminders of medicine",Long-term App Usage,Understanding the frequency and duration of app usage among diabetes patients,To ascertain duration of app usage as an indication of patient adaptability and app retention
100,"What smartphone apps do you use to help with the management of your diabetes? I am using diabetes glucose tracer, onduo and I am willing to download diabetes wellness app 


How often do you use these apps? I use it about 5 times per day 


How long have you been using these apps? I am using this app since 2 years now 


If you’re using multiple, which app(s) is the most useful? Why? onduo has a lot of features 


What type of app is missing that you would like to see for management of your diabetes? The type that combines all features of all apps 


Have you heard of any of the following smartphone apps: OnDuo, Levels, or January?If so: yes I am aware of the app and I am using it 


How did you hear about these apps? it helps a lot with healthcare 


If you’re using any of them, how long have you been using? onduo app 


What do you find most helpful/what do you like most about these apps? It helps me trace my blood glucose all day 


What improvements would you like to see, if any? I like to make it a lot easier with reminders of medicine",Awareness of OnDuo,Assessing patient awareness and satisfaction with specific diabetes management apps,"To gather user feedback on the named apps (OnDuo, Levels, January) – such as how they discovered them, what they like/dislike, and potential improvements"
100,"What smartphone apps do you use to help with the management of your diabetes? I am using diabetes glucose tracer, onduo and I am willing to download diabetes wellness app 


How often do you use these apps? I use it about 5 times per day 


How long have you been using these apps? I am using this app since 2 years now 


If you’re using multiple, which app(s) is the most useful? Why? onduo has a lot of features 


What type of app is missing that you would like to see for management of your diabetes? The type that combines all features of all apps 


Have you heard of any of the following smartphone apps: OnDuo, Levels, or January?If so: yes I am aware of the app and I am using it 


How did you hear about these apps? it helps a lot with healthcare 


If you’re using any of them, how long have you been using? onduo app 


What do you find most helpful/what do you like most about these apps? It helps me trace my blood glucose all day 


What improvements would you like to see, if any? I like to make it a lot easier with reminders of medicine",Desire for Personalized App,Evaluating the specific needs and desires for features in diabetes management apps,To evaluate the usefulness of these apps from the perspective of the patients
101,"

MyFitnessPal is for me to keep track personally, once a day, i am using this from last year, i use one app only to make life simple, no complexity. app which help you aware beforehand about your sugar and insulin drop is welcome, 


i am first time seeing january, levels onduos name for any apps.",Single App Usage,Understanding the frequency and duration of app usage among diabetes patients,To ascertain duration of app usage as an indication of patient adaptability and app retention
101,"

MyFitnessPal is for me to keep track personally, once a day, i am using this from last year, i use one app only to make life simple, no complexity. app which help you aware beforehand about your sugar and insulin drop is welcome, 


i am first time seeing january, levels onduos name for any apps.",Awareness of January,Assessing patient awareness and satisfaction with specific diabetes management apps,"To gather user feedback on the named apps (OnDuo, Levels, January) – such as how they discovered them, what they like/dislike, and potential improvements"
102,Accucheck guide connect is the app thay I use and helps me to keep track besides the meter for readings I can transfer info from my meter to the app use it often many times a week to transfer data and have been using it for months this is the only app I use now and havent heard of the other apps mentioned.,Weekly App Usage,Understanding the frequency and duration of app usage among diabetes patients,To ascertain duration of app usage as an indication of patient adaptability and app retention
102,Accucheck guide connect is the app thay I use and helps me to keep track besides the meter for readings I can transfer info from my meter to the app use it often many times a week to transfer data and have been using it for months this is the only app I use now and havent heard of the other apps mentioned.,Single App Usage,Understanding the frequency and duration of app usage among diabetes patients,To ascertain duration of app usage as an indication of patient adaptability and app retention
103,"

I don't use any apps to monitor my diabetes. I have a smartphone and am aware of a few apps, but simply choose not to use them.",Non-Usage of Available App,Understanding the frequency and duration of app usage among diabetes patients,To ascertain duration of app usage as an indication of patient adaptability and app retention
104,"I don't use any apps as I don't own a smartphone and the reason is because I have no cell reception at my home as the area is very rural; however, I have heard a lot about apps that can be used to help with blood sugar levels as well as other health related apps., but since I am unable to use them. . . .. . .  


I use a CGM, but I also still have to test with machine and strips. I don't have to use the strips near as often as I used to, but honestly. The Guardian 3 Sensor is not all that accurate. In my opinion anyway. I do have to use what is available to me and hopefully I will have something better available soon, but right now; I only have my pump, my guardian sensor and my blood sugar machine. I do the best I can with what I have.",Non-Diabetes App Usage,Identifying usage patterns and potential gaps in the diabetes app market,To uncover any gaps in the current apps market that could be filled for better diabetes management
105,"What smartphone apps do you use to help with the management of your diabetes? I only use MyFitnessPal to keep track personally 


How often do you use these apps? I use them twice daily in the morning and the afternoon 


How long have you been using these apps? I’ve been using this app for around 3-4 years now 


If you’re using multiple, which app(s) is the most useful? Why? (n/a) 


What type of app is missing that you would like to see for management of your diabetes? No app that I need personally 


Have you heard of any of the following smartphone apps: OnDuo, Levels, or January? 


I haven’t heard of these apps",Daily App Usage,Understanding the frequency and duration of app usage among diabetes patients,To ascertain duration of app usage as an indication of patient adaptability and app retention
105,"What smartphone apps do you use to help with the management of your diabetes? I only use MyFitnessPal to keep track personally 


How often do you use these apps? I use them twice daily in the morning and the afternoon 


How long have you been using these apps? I’ve been using this app for around 3-4 years now 


If you’re using multiple, which app(s) is the most useful? Why? (n/a) 


What type of app is missing that you would like to see for management of your diabetes? No app that I need personally 


Have you heard of any of the following smartphone apps: OnDuo, Levels, or January? 


I haven’t heard of these apps",Long-term App Usage,Understanding the frequency and duration of app usage among diabetes patients,To ascertain duration of app usage as an indication of patient adaptability and app retention
106,"

I do not use any smartphone app(s) to help with the management of my diabetes. I have not heard of the apps OnDuo, Levels, or January.",Non-Usage of Available App,Understanding the frequency and duration of app usage among diabetes patients,To ascertain duration of app usage as an indication of patient adaptability and app retention
107,"What smartphone apps do you use to help with the management of your diabetes? I don't use any apps specifically to manage diabetes. I use MyFitnessPal but that's just for overall health and calorie tracking, so I suppose it indirectly affects my diabetes. 


How often do you use these apps? Referring to the above, I use it multiple times a day. 


How long have you been using these apps? For about 5 years so far. 


If you’re using multiple, which app(s) is the most useful? Why? Not using any others.  


What type of app is missing that you would like to see for management of your diabetes? Not sure. 


Have you heard of any of the following smartphone apps: OnDuo, Levels, or January?If so: No. 


How did you hear about these apps? N/A 


If you’re using any of them, how long have you been using? N/A 


What do you find most helpful/what do you like most about these apps? N/A 


What improvements would you like to see, if any? N/A",Daily App Usage,Understanding the frequency and duration of app usage among diabetes patients,To ascertain duration of app usage as an indication of patient adaptability and app retention
107,"What smartphone apps do you use to help with the management of your diabetes? I don't use any apps specifically to manage diabetes. I use MyFitnessPal but that's just for overall health and calorie tracking, so I suppose it indirectly affects my diabetes. 


How often do you use these apps? Referring to the above, I use it multiple times a day. 


How long have you been using these apps? For about 5 years so far. 


If you’re using multiple, which app(s) is the most useful? Why? Not using any others.  


What type of app is missing that you would like to see for management of your diabetes? Not sure. 


Have you heard of any of the following smartphone apps: OnDuo, Levels, or January?If so: No. 


How did you hear about these apps? N/A 


If you’re using any of them, how long have you been using? N/A 


What do you find most helpful/what do you like most about these apps? N/A 


What improvements would you like to see, if any? N/A",Long-term App Usage,Understanding the frequency and duration of app usage among diabetes patients,To ascertain duration of app usage as an indication of patient adaptability and app retention
108,"

What smartphone apps do you use to help with the management of your diabetes? I don't use any. 


How often do you use these apps? Never. 


How long have you been using these apps? I haven't. 


If you’re using multiple, which app(s) is the most useful? Why? I don't use any at all, as I don't have a need 


What type of app is missing that you would like to see for management of your diabetes? I can't think of anything since I don't use them. 


Have you heard of any of the following smartphone apps: OnDuo, Levels, or January?If so: I've never heard of them. 


How did you hear about these apps? I haven't. 


If you’re using any of them, how long have you been using? I don't use them. 


What do you find most helpful/what do you like most about these apps? I don't know as I don't use them. 


What improvements would you like to see, if any? I really wouldn't know since I don't use them.",Non-Usage of Available App,Understanding the frequency and duration of app usage among diabetes patients,To ascertain duration of app usage as an indication of patient adaptability and app retention
109,"

I do not use an app to manage diabetes. I have never heard of any of those apps.",Non-Usage of Available App,Understanding the frequency and duration of app usage among diabetes patients,To ascertain duration of app usage as an indication of patient adaptability and app retention
110,"

What smartphone apps do you use to help with the management of your diabetes? I have downloaded only one app related to my diabetes its name (( MySugr )) 


How often do you use these apps? all day long to monitor Sugar levels. 


How long have you been using these apps? I've been using it since first diagnosis. 


If you’re using multiple, which app(s) is the most useful? Why? compare to my friend's apps , (( MySugr )) is the best!! 


What type of app is missing that you would like to see for management of your diabetes?>>> I am using apps frequently!!! 


Have you heard of any of the following smartphone apps: OnDuo, Levels, or January??I am so sorry, but I have not heard of any of these apps. maybe i will check them out! 


How did you hear about these apps? n/a 


If you’re using any of them, how long have you been using? n/a 


What do you find most helpful/what do you like most about these apps? n/a 


What improvements would you like to see, if any? n/a",Single App Usage,Understanding the frequency and duration of app usage among diabetes patients,To ascertain duration of app usage as an indication of patient adaptability and app retention
110,"

What smartphone apps do you use to help with the management of your diabetes? I have downloaded only one app related to my diabetes its name (( MySugr )) 


How often do you use these apps? all day long to monitor Sugar levels. 


How long have you been using these apps? I've been using it since first diagnosis. 


If you’re using multiple, which app(s) is the most useful? Why? compare to my friend's apps , (( MySugr )) is the best!! 


What type of app is missing that you would like to see for management of your diabetes?>>> I am using apps frequently!!! 


Have you heard of any of the following smartphone apps: OnDuo, Levels, or January??I am so sorry, but I have not heard of any of these apps. maybe i will check them out! 


How did you hear about these apps? n/a 


If you’re using any of them, how long have you been using? n/a 


What do you find most helpful/what do you like most about these apps? n/a 


What improvements would you like to see, if any? n/a",Daily App Usage,Understanding the frequency and duration of app usage among diabetes patients,To ascertain duration of app usage as an indication of patient adaptability and app retention
110,"

What smartphone apps do you use to help with the management of your diabetes? I have downloaded only one app related to my diabetes its name (( MySugr )) 


How often do you use these apps? all day long to monitor Sugar levels. 


How long have you been using these apps? I've been using it since first diagnosis. 


If you’re using multiple, which app(s) is the most useful? Why? compare to my friend's apps , (( MySugr )) is the best!! 


What type of app is missing that you would like to see for management of your diabetes?>>> I am using apps frequently!!! 


Have you heard of any of the following smartphone apps: OnDuo, Levels, or January??I am so sorry, but I have not heard of any of these apps. maybe i will check them out! 


How did you hear about these apps? n/a 


If you’re using any of them, how long have you been using? n/a 


What do you find most helpful/what do you like most about these apps? n/a 


What improvements would you like to see, if any? n/a",Long-term App Usage,Understanding the frequency and duration of app usage among diabetes patients,To ascertain duration of app usage as an indication of patient adaptability and app retention
111,"

What smartphone apps do you use to help with the management of your diabetes? 


i use to use an app called Glucose buddy but stopped using it because I feel like they, as well as many other apps, want to charge a fee to use all the features  


How often do you use these apps? 


i used them daily until I decided to stop 


How long have you been using these apps? I only used glucose buddy for less than a month  


If you’re using multiple, which app(s) is the most useful? 


I just used one, the others I did not use enough to really test out because they wanted to charge extra and I didn’t want to waste my time  


What type of app is missing that you would like to see for management of your diabetes? 


any that are completely free or at least free with ads  


Have you heard of any of the following smartphone apps: OnDuo, Levels, or January? 


I have not ",Non-Usage of Available App,Understanding the frequency and duration of app usage among diabetes patients,To ascertain duration of app usage as an indication of patient adaptability and app retention
111,"

What smartphone apps do you use to help with the management of your diabetes? 


i use to use an app called Glucose buddy but stopped using it because I feel like they, as well as many other apps, want to charge a fee to use all the features  


How often do you use these apps? 


i used them daily until I decided to stop 


How long have you been using these apps? I only used glucose buddy for less than a month  


If you’re using multiple, which app(s) is the most useful? 


I just used one, the others I did not use enough to really test out because they wanted to charge extra and I didn’t want to waste my time  


What type of app is missing that you would like to see for management of your diabetes? 


any that are completely free or at least free with ads  


Have you heard of any of the following smartphone apps: OnDuo, Levels, or January? 


I have not ",Daily App Usage,Understanding the frequency and duration of app usage among diabetes patients,To ascertain duration of app usage as an indication of patient adaptability and app retention
112,"What smartphone apps do you use to help with the management of your diabetes? Abbott Freestyle Libre 2 monitoring app and Fitbit. 


How often do you use these apps? All day and night long since it notifies me of any highs and lows and I've set 3 reminders to ensure I'm checking my glucose levels. 


How long have you been using these apps? 1 month but prior I used Libre 1 which didn't have reminders but allowed me to scan anytime I wanted to. Fitbit for about 2 years. 


If you’re using multiple, which app(s) is the most useful? Why? Freestyle is most useful as it provides me realtime measurements for my blood glucose before and after meals and during activities. 


What type of app is missing that you would like to see for management of your diabetes? None that I know of. 


Have you heard of any of the following smartphone apps: OnDuo, Levels, or January?If so: I have not heard of these 


How did you hear about these apps? n/a 


If you’re using any of them, how long have you been using? n/a 


What do you find most helpful/what do you like most about these apps? n/a 


What improvements would you like to see, if any? n/a",Multiple Device Usage,Exploring the diversity of app usage and integration preferences among diabetes patients,To identify the smartphone apps currently used by diabetes patients to manage their condition and establish frequency of usage
112,"What smartphone apps do you use to help with the management of your diabetes? Abbott Freestyle Libre 2 monitoring app and Fitbit. 


How often do you use these apps? All day and night long since it notifies me of any highs and lows and I've set 3 reminders to ensure I'm checking my glucose levels. 


How long have you been using these apps? 1 month but prior I used Libre 1 which didn't have reminders but allowed me to scan anytime I wanted to. Fitbit for about 2 years. 


If you’re using multiple, which app(s) is the most useful? Why? Freestyle is most useful as it provides me realtime measurements for my blood glucose before and after meals and during activities. 


What type of app is missing that you would like to see for management of your diabetes? None that I know of. 


Have you heard of any of the following smartphone apps: OnDuo, Levels, or January?If so: I have not heard of these 


How did you hear about these apps? n/a 


If you’re using any of them, how long have you been using? n/a 


What do you find most helpful/what do you like most about these apps? n/a 


What improvements would you like to see, if any? n/a",Daily App Usage,Understanding the frequency and duration of app usage among diabetes patients,To ascertain duration of app usage as an indication of patient adaptability and app retention
113,"

I don't use any apps to manage my diabetes. Was not aware of any. ",Non-Diabetes App Usage,Identifying usage patterns and potential gaps in the diabetes app market,To uncover any gaps in the current apps market that could be filled for better diabetes management
114,"

still, now I did not use any diabetes management apps. but I very much consider it in the future.",Interest in Using Apps,Evaluating the specific needs and desires for features in diabetes management apps,To evaluate the usefulness of these apps from the perspective of the patients
115,I only use notes really to keep track of what's going on daily with my diabetes. I use it daily to log my information. I've been using it for the last 2 years. I'm only using one app I use it because it's easy to keep track of my data instead of on paper. I would love to see a app that connects with my device to automatically log my data. No I have not heard of any of those apps sorry.,Single App Usage,Understanding the frequency and duration of app usage among diabetes patients,To ascertain duration of app usage as an indication of patient adaptability and app retention
115,I only use notes really to keep track of what's going on daily with my diabetes. I use it daily to log my information. I've been using it for the last 2 years. I'm only using one app I use it because it's easy to keep track of my data instead of on paper. I would love to see a app that connects with my device to automatically log my data. No I have not heard of any of those apps sorry.,Daily App Usage,Understanding the frequency and duration of app usage among diabetes patients,To ascertain duration of app usage as an indication of patient adaptability and app retention
115,I only use notes really to keep track of what's going on daily with my diabetes. I use it daily to log my information. I've been using it for the last 2 years. I'm only using one app I use it because it's easy to keep track of my data instead of on paper. I would love to see a app that connects with my device to automatically log my data. No I have not heard of any of those apps sorry.,Desire for Glucose Monitoring App,Evaluating the specific needs and desires for features in diabetes management apps,To evaluate the usefulness of these apps from the perspective of the patients
116,"

I use My fitness Pal. I use it most every day. I have been using it for less than a year. I get everything I need with this app.  


I have never heard of those other apps. ",Daily App Usage,Understanding the frequency and duration of app usage among diabetes patients,To ascertain duration of app usage as an indication of patient adaptability and app retention
119,"What smartphone apps do you use to help with the management of your diabetes? 


I dont use any apps currently to help manage my diabetes. 


What type of app is missing that you would like to see for management of your diabetes? 


I would love to see an app that helps track blood sugar, food intake, and a1c. 


Have you heard of any of the following smartphone apps: OnDuo, Levels, or January? 


I have not heard of any of these apps, but now I am interested in checking them out.",Interest in Using Apps,Evaluating the specific needs and desires for features in diabetes management apps,To evaluate the usefulness of these apps from the perspective of the patients
120,"

I use Fooducate, Diabetes Recipes and MySugr apps. 


I use Fooducate several times a week , Diabetes Recipes occasionally (once a week), and MySugr daily. 


What I find most helpful about these apps is it makes it easier to monitor my food intake, physical activity, and keep track of my medication, blood sugar levels and makes it easier for me to communicate my progress with my Doctors. 


I would like to see more apps that focus on social support. 


I have never heard of OnDuo, Levels or January apps. 


 ",Daily App Usage,Understanding the frequency and duration of app usage among diabetes patients,To ascertain duration of app usage as an indication of patient adaptability and app retention
120,"

I use Fooducate, Diabetes Recipes and MySugr apps. 


I use Fooducate several times a week , Diabetes Recipes occasionally (once a week), and MySugr daily. 


What I find most helpful about these apps is it makes it easier to monitor my food intake, physical activity, and keep track of my medication, blood sugar levels and makes it easier for me to communicate my progress with my Doctors. 


I would like to see more apps that focus on social support. 


I have never heard of OnDuo, Levels or January apps. 


 ",Weekly App Usage,Understanding the frequency and duration of app usage among diabetes patients,To ascertain duration of app usage as an indication of patient adaptability and app retention
120,"

I use Fooducate, Diabetes Recipes and MySugr apps. 


I use Fooducate several times a week , Diabetes Recipes occasionally (once a week), and MySugr daily. 


What I find most helpful about these apps is it makes it easier to monitor my food intake, physical activity, and keep track of my medication, blood sugar levels and makes it easier for me to communicate my progress with my Doctors. 


I would like to see more apps that focus on social support. 


I have never heard of OnDuo, Levels or January apps. 


 ",Non-Usage of Available App,Understanding the frequency and duration of app usage among diabetes patients,To ascertain duration of app usage as an indication of patient adaptability and app retention
120,"

I use Fooducate, Diabetes Recipes and MySugr apps. 


I use Fooducate several times a week , Diabetes Recipes occasionally (once a week), and MySugr daily. 


What I find most helpful about these apps is it makes it easier to monitor my food intake, physical activity, and keep track of my medication, blood sugar levels and makes it easier for me to communicate my progress with my Doctors. 


I would like to see more apps that focus on social support. 


I have never heard of OnDuo, Levels or January apps. 


 ",Desire for Personalized App,Evaluating the specific needs and desires for features in diabetes management apps,To evaluate the usefulness of these apps from the perspective of the patients
121,"

I do not use any smartphone apps for my diabetes management. I do however, use a Freestyle Libre CGM which records all my glucose readings, carb intake, etc. and using the LibreView program on my desktop computer, I periodically upload all that info and it gets delivered to my PCP and CDE, which we then discuss on periodic calls and visits. I have not heard of any of the smartphone apps asked about.",Non-Usage of Available App,Understanding the frequency and duration of app usage among diabetes patients,To ascertain duration of app usage as an indication of patient adaptability and app retention
122,"

i do not use apps for manage my diabetes. but i would like to use it. i think that the apps can be easy to manage and it will be a smart and useful way to manage my conditions. i will be happy if someone recommended some app. thank you !",Interest in Using Apps,Evaluating the specific needs and desires for features in diabetes management apps,To evaluate the usefulness of these apps from the perspective of the patients
123,"What smartphone apps do you use to help with the management of your diabetes? 


OneTouch Reveal only. 


How often do you use these apps? 


I use this app many times a day, all day long, very day. Logging in my insulin usage and blood sugar readings is critical and a valuable record. 


How long have you been using these apps? 


since I discovered I had diabetes in November 2017. 


If you’re using multiple, which app(s) is the most useful? Why? 


i onlu use this one app for simplicity in record keeping. 


What type of app is missing that you would like to see for management of your diabetes? 


A real time notification vehicle for new products and services, recalled meds like Metformin... 


Have you heard of any of the following smartphone apps: OnDuo, Levels, or January?If so: NO 


How did you hear about these apps? 


If you’re using any of them, how long have you been using? 


What do you find most helpful/what do you like most about these apps? 


What improvements would you like to see, if any?",Long-term App Usage,Understanding the frequency and duration of app usage among diabetes patients,To ascertain duration of app usage as an indication of patient adaptability and app retention
123,"What smartphone apps do you use to help with the management of your diabetes? 


OneTouch Reveal only. 


How often do you use these apps? 


I use this app many times a day, all day long, very day. Logging in my insulin usage and blood sugar readings is critical and a valuable record. 


How long have you been using these apps? 


since I discovered I had diabetes in November 2017. 


If you’re using multiple, which app(s) is the most useful? Why? 


i onlu use this one app for simplicity in record keeping. 


What type of app is missing that you would like to see for management of your diabetes? 


A real time notification vehicle for new products and services, recalled meds like Metformin... 


Have you heard of any of the following smartphone apps: OnDuo, Levels, or January?If so: NO 


How did you hear about these apps? 


If you’re using any of them, how long have you been using? 


What do you find most helpful/what do you like most about these apps? 


What improvements would you like to see, if any?",Daily App Usage,Understanding the frequency and duration of app usage among diabetes patients,To ascertain duration of app usage as an indication of patient adaptability and app retention
123,"What smartphone apps do you use to help with the management of your diabetes? 


OneTouch Reveal only. 


How often do you use these apps? 


I use this app many times a day, all day long, very day. Logging in my insulin usage and blood sugar readings is critical and a valuable record. 


How long have you been using these apps? 


since I discovered I had diabetes in November 2017. 


If you’re using multiple, which app(s) is the most useful? Why? 


i onlu use this one app for simplicity in record keeping. 


What type of app is missing that you would like to see for management of your diabetes? 


A real time notification vehicle for new products and services, recalled meds like Metformin... 


Have you heard of any of the following smartphone apps: OnDuo, Levels, or January?If so: NO 


How did you hear about these apps? 


If you’re using any of them, how long have you been using? 


What do you find most helpful/what do you like most about these apps? 


What improvements would you like to see, if any?",Single App Usage,Understanding the frequency and duration of app usage among diabetes patients,To ascertain duration of app usage as an indication of patient adaptability and app retention
123,"What smartphone apps do you use to help with the management of your diabetes? 


OneTouch Reveal only. 


How often do you use these apps? 


I use this app many times a day, all day long, very day. Logging in my insulin usage and blood sugar readings is critical and a valuable record. 


How long have you been using these apps? 


since I discovered I had diabetes in November 2017. 


If you’re using multiple, which app(s) is the most useful? Why? 


i onlu use this one app for simplicity in record keeping. 


What type of app is missing that you would like to see for management of your diabetes? 


A real time notification vehicle for new products and services, recalled meds like Metformin... 


Have you heard of any of the following smartphone apps: OnDuo, Levels, or January?If so: NO 


How did you hear about these apps? 


If you’re using any of them, how long have you been using? 


What do you find most helpful/what do you like most about these apps? 


What improvements would you like to see, if any?",Non-Usage of Available App,Understanding the frequency and duration of app usage among diabetes patients,To ascertain duration of app usage as an indication of patient adaptability and app retention
124,"

I use ""Glucose Buddy"" downloaded on my iPhone. I've been using the app for over a year, and I use it practically every day. I found out about it by browsing through the iTunes store online. I use the free version & I'm completely satisfied. The ads don't bother me. It even syncs w/ the Dexcom cgm. I honestly can't think of any improvements to this app. It's a must-have & I would highly recommend. I believe it comes in an android version as well.",Daily App Usage,Understanding the frequency and duration of app usage among diabetes patients,To ascertain duration of app usage as an indication of patient adaptability and app retention
124,"

I use ""Glucose Buddy"" downloaded on my iPhone. I've been using the app for over a year, and I use it practically every day. I found out about it by browsing through the iTunes store online. I use the free version & I'm completely satisfied. The ads don't bother me. It even syncs w/ the Dexcom cgm. I honestly can't think of any improvements to this app. It's a must-have & I would highly recommend. I believe it comes in an android version as well.",Long-term App Usage,Understanding the frequency and duration of app usage among diabetes patients,To ascertain duration of app usage as an indication of patient adaptability and app retention
125,"How often do you use these apps? I don't have any diabetes apps on my phone. I dislike all about apps. I do have 1 app and it's cardiomobile for my heart. 


How long have you been using these apps? about 1 year 


If you’re using multiple, which app(s) is the most useful? Why? The cardiamobile is helpful to help me monitor my irregular heart beat etc. 


What type of app is missing that you would like to see for management of your diabetes? I really don't know. I'm not tech savvy.  


Have you heard of any of the following smartphone apps: OnDuo, Levels, or January?If so: No, I haven't. 


How did you hear about these apps? Cardia on the TV/ 


If you’re using any of them, how long have you been using? 


What do you find most helpful/what do you like most about these apps? 


What improvements would you like to see, if any?",Non-Diabetes App Usage,Identifying usage patterns and potential gaps in the diabetes app market,To uncover any gaps in the current apps market that could be filled for better diabetes management
125,"How often do you use these apps? I don't have any diabetes apps on my phone. I dislike all about apps. I do have 1 app and it's cardiomobile for my heart. 


How long have you been using these apps? about 1 year 


If you’re using multiple, which app(s) is the most useful? Why? The cardiamobile is helpful to help me monitor my irregular heart beat etc. 


What type of app is missing that you would like to see for management of your diabetes? I really don't know. I'm not tech savvy.  


Have you heard of any of the following smartphone apps: OnDuo, Levels, or January?If so: No, I haven't. 


How did you hear about these apps? Cardia on the TV/ 


If you’re using any of them, how long have you been using? 


What do you find most helpful/what do you like most about these apps? 


What improvements would you like to see, if any?",Non-Usage of Available App,Understanding the frequency and duration of app usage among diabetes patients,To ascertain duration of app usage as an indication of patient adaptability and app retention
126,"1. I tend to enter my glucose levels on a spreadsheet, which i print out and take to my doctor at appointment. As i see the point of an app which could help with this especially for one who does not keep track of these integral things religiously, I in fact do tend to these things religiously. So there are no apps which i use at this point, and maybe as i age, or my mind starts to fail me, I will see more of a need to. But in fairness, there are too many apps in the world and i think they make us lazy 


  


2. I have heard of none of the apps which you listed above for us. And cannot speak to what i find helpful, or how i can improve on something which i have not heard of",Non-Usage of Available App,Understanding the frequency and duration of app usage among diabetes patients,To ascertain duration of app usage as an indication of patient adaptability and app retention
126,"1. I tend to enter my glucose levels on a spreadsheet, which i print out and take to my doctor at appointment. As i see the point of an app which could help with this especially for one who does not keep track of these integral things religiously, I in fact do tend to these things religiously. So there are no apps which i use at this point, and maybe as i age, or my mind starts to fail me, I will see more of a need to. But in fairness, there are too many apps in the world and i think they make us lazy 


  


2. I have heard of none of the apps which you listed above for us. And cannot speak to what i find helpful, or how i can improve on something which i have not heard of",Dislike for Multiple Apps,Exploring the diversity of app usage and integration preferences among diabetes patients,To identify the smartphone apps currently used by diabetes patients to manage their condition and establish frequency of usage
127,"I do not use any apps to manage my diabetes. What I do is manually record my blood glucose levels and then every month or so transfer it to an Excel Spreadsheet. I have done this since 2007. 


I am not familar with any app to help me manage my diabetes and if they involve more than recording my blood glucose levels I think it would be too much work. For example i would not want to record carb or calorie intake at each meal and quite frankly I rarely know the carb or sugar level of my meals since most are made from scratch and not processed or packaged foods.",Non-Usage of Available App,Understanding the frequency and duration of app usage among diabetes patients,To ascertain duration of app usage as an indication of patient adaptability and app retention
128,"I don't have a smart phone, and use no apps. I use websites on a computer, but no apps. I am not familiar with the names of the apps you listed. 


I use a spreadsheet to record and track results, provide that to my doctor, along with routine blood work which includes tracking A1C. I also record the blood test results, which were useful during other doctor consults.",Non-Usage of Available App,Understanding the frequency and duration of app usage among diabetes patients,To ascertain duration of app usage as an indication of patient adaptability and app retention
129,I get tired of all the apps out there. Its super annoying to have to have 1000 apps on your phone for every little thing. I am attempting to go app free in my life. Its reached the point of silliness,Dislike for Multiple Apps,Exploring the diversity of app usage and integration preferences among diabetes patients,To identify the smartphone apps currently used by diabetes patients to manage their condition and establish frequency of usage
